Scenario,ScenarioDescription,Task,Domain,Method,Parties,InteractionRounds,ComputeMs,OnlineCommMB,RTTMs,BandwidthMbps,TransferMs,RoundTripMs,ProjectedE2EMs,ProjectedQPS,ComputeSharePct,TransferSharePct,RoundTripSharePct
edge_lan,co-located edge/cloudlet nodes,Fashion,general,2Cloud-D (Data-only),2,1,0.0013428933333333333,50.201416015625,1.0,1000.0,401.611328125,1.0,402.61267101833334,2.483776771035763,0.00033354472673121196,99.7512887781697,0.2483776771035763
campus_cloudlet,campus or hospital cloudlet,Fashion,general,2Cloud-D (Data-only),2,1,0.0013428933333333333,50.201416015625,5.0,1000.0,401.611328125,5.0,406.61267101833334,2.4593429356138095,0.0003302635232616214,98.76999826866984,1.2296714678069045
metropolitan_edge,metropolitan edge federation,Fashion,general,2Cloud-D (Data-only),2,1,0.0013428933333333333,50.201416015625,20.0,200.0,2008.056640625,20.0,2028.0579835183332,0.49308254898371856,6.621572678132424e-05,99.0137686863058,0.9861650979674371
regional_cloud,regional public cloud deployment,Fashion,general,2Cloud-D (Data-only),2,1,0.0013428933333333333,50.201416015625,50.0,100.0,4016.11328125,50.0,4066.1146241433335,0.2459350245716903,3.302645049304925e-05,98.77029185069105,1.2296751228584515
cross_region_cloud,cross-region cloud collaboration,Fashion,general,2Cloud-D (Data-only),2,1,0.0013428933333333333,50.201416015625,100.0,50.0,8032.2265625,100.0,8132.2279053933335,0.12296753259175079,1.651322797339115e-05,98.77030816085451,1.229675325917508
iot_gateway,constrained IoT gateway uplink,Fashion,general,2Cloud-D (Data-only),2,1,0.0013428933333333333,50.201416015625,30.0,20.0,20080.56640625,30.0,20110.567749143334,0.049725100378759705,6.677550579796722e-06,99.85081802131313,0.14917530113627914
edge_lan,co-located edge/cloudlet nodes,Fashion,general,ASS (Ours),2,1,0.0014883666666666666,60.72998046875,1.0,1000.0,485.83984375,1.0,486.84133211666665,2.0540573160710194,0.00030571904406629025,99.79428854934883,0.20540573160710193
campus_cloudlet,campus or hospital cloudlet,Fashion,general,ASS (Ours),2,1,0.0014883666666666666,60.72998046875,5.0,1000.0,485.83984375,5.0,490.84133211666665,2.0373182423079093,0.0003032276561243015,98.98103765118992,1.0186591211539546
metropolitan_edge,metropolitan edge federation,Fashion,general,ASS (Ours),2,1,0.0014883666666666666,60.72998046875,20.0,200.0,2429.19921875,20.0,2449.2007071166668,0.40829646875990605,6.076948542199522e-05,99.18334629299477,0.8165929375198121
regional_cloud,regional public cloud deployment,Fashion,general,ASS (Ours),2,1,0.0014883666666666666,60.72998046875,50.0,100.0,4858.3984375,50.0,4908.399925866666,0.20373238022642012,3.0322848364966282e-05,98.98130777601955,1.0186619011321005
cross_region_cloud,cross-region cloud collaboration,Fashion,general,ASS (Ours),2,1,0.0014883666666666666,60.72998046875,100.0,50.0,9716.796875,100.0,9816.798363366666,0.10186620555757758,1.5161426481171321e-05,98.98132278299775,1.0186620555757757
iot_gateway,constrained IoT gateway uplink,Fashion,general,ASS (Ours),2,1,0.0014883666666666666,60.72998046875,30.0,20.0,24291.9921875,30.0,24321.993675866666,0.04111505057220055,6.119427076997756e-06,99.87664872885632,0.12334515171660165
edge_lan,co-located edge/cloudlet nodes,Fashion,general,3Share-DM (3-party),3,1,0.001966153333333333,127.105712890625,1.0,1000.0,1016.845703125,1.0,1017.8476692783333,0.9824652845243654,0.00019316773940518625,99.90156030380815,0.09824652845243655
campus_cloudlet,campus or hospital cloudlet,Fashion,general,3Share-DM (3-party),3,1,0.001966153333333333,127.105712890625,5.0,1000.0,1016.845703125,5.0,1021.8476692783333,0.978619445994565,0.00019241158858070338,99.51049786541414,0.4893097229972825
metropolitan_edge,metropolitan edge federation,Fashion,general,3Share-DM (3-party),3,1,0.001966153333333333,127.105712890625,20.0,200.0,5084.228515625,20.0,5104.230481778333,0.19591591789789167,3.852007350279993e-05,99.60812964413071,0.3918318357957833
regional_cloud,regional public cloud deployment,Fashion,general,3Share-DM (3-party),3,1,0.001966153333333333,127.105712890625,50.0,100.0,10168.45703125,50.0,10218.458997403333,0.09786211406769996,1.9241192178125516e-05,99.51067018846932,0.4893105703384998
cross_region_cloud,cross-region cloud collaboration,Fashion,general,3Share-DM (3-party),3,1,0.001966153333333333,127.105712890625,100.0,50.0,20336.9140625,100.0,20436.916028653333,0.048931061741309796,9.620597014621538e-06,99.51067976198988,0.4893106174130979
iot_gateway,constrained IoT gateway uplink,Fashion,general,3Share-DM (3-party),3,1,0.001966153333333333,127.105712890625,30.0,20.0,50842.28515625,30.0,50872.28712240333,0.019657067856884623,3.864880949037322e-06,99.94102493154841,0.05897120357065387
edge_lan,co-located edge/cloudlet nodes,Fashion,general,SecureNN (3PC),3,4,0.4121385416666667,48.5,1.0,1000.0,388.0,4.0,392.41213854166665,2.5483411489673355,0.10502696048045554,98.87563657993262,1.019336459586934
campus_cloudlet,campus or hospital cloudlet,Fashion,general,SecureNN (3PC),3,4,0.4121385416666667,48.5,5.0,1000.0,388.0,20.0,408.41213854166665,2.448507048714907,0.1009124124317916,95.0020734901384,4.897014097429815
metropolitan_edge,metropolitan edge federation,Fashion,general,SecureNN (3PC),3,4,0.4121385416666667,48.5,20.0,200.0,1940.0,80.0,2020.4121385416668,0.49494852110807447,0.02039873616895552,96.02001309496644,3.9595881688645957
