Seed,Task,Domain,Method,Status,EvalSamples,TimingSamples,Repeats,AccMean,AccStd,AccCI95Low,AccCI95High,AccDropVsPlain,PerSampleMsMean,PerSampleMsStd,TimeCI95Low,TimeCI95High,ThroughputMean,OnlineCommMB,OfflineSetupMB,LinearPct,ReLUPct,SeedMode,SeedsUsed,ImplementationScope,ComparisonRole,CommMeasurementBasis,Parties,InteractionRounds,DataSplit,ModelSplit,SinglePointDataExposure,SinglePointModelExposure,MinCollusionInput,MinCollusionModel,CommType,Evidence,Error
52,Diabetes,medical,3Share-DM (3-party),SUCCESS,89,89,1,0.7303370786516854,0.0,,,0.0,0.03204719101123595,0.0,,,31203.982890400395,0.16839599609375,0.0016021728515625,66.48827726809378,33.51172273190622,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,3,1,1,1,0,0,3,3,Estimated + LoopbackAudit,3-share extension for data and model; evaluates the cost of adding one more party,
52,Diabetes,medical,SecureNN (3PC),SUCCESS,89,64,1,0.7303370786516854,0.0,,,0.0,0.026023437500000003,0.0,,,38426.89882918042,4.0,0.0016021728515625,53.30424603596893,46.69575396403107,single_seed_reference,,simulator,baseline,task_level_proxy,3,4,1,1,0,0,2,2,Estimated,Three-party SecureNN-style simulator with multi-round DReLU overhead,
52,Diabetes,medical,CKKS (HE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,micro-benchmark,boundary,micro_benchmark_projection,2,0,0,0,0,1,2,1,Ciphertext-heavy,Micro-benchmark projection for single-cloud CKKS inference,
52,Diabetes,medical,Paillier (PHE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,sampled-client-aided,boundary,sampled_execution_with_time_cap,2,0,0,0,0,1,2,1,Estimated,Single-cloud partially homomorphic baseline with client-aided non-linearity,
52,Heart,medical,2Cloud-D (Data-only),SUCCESS,60,60,1,0.8333333333333334,0.0,,,0.0,0.02858666666666667,0.0,,,34981.343283582086,0.037078857421875,0.0,40.76997645755435,59.23002354244564,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,0,0,1,2,1,Estimated + LoopbackAudit,"Reference-style baseline: only input data are split, model remains visible on each cloud",
52,Heart,medical,ASS (Ours),SUCCESS,60,60,1,0.8333333333333334,0.0,,,0.0,0.030773333333333333,0.0,,,32495.667244367418,0.053558349609375,0.00098419189453125,54.70501641943155,45.29498358056846,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,1,0,0,2,2,Estimated + LoopbackAudit,2-share data split + 2-share model split; one-round non-linear interaction simulation,
52,Heart,medical,3Share-DM (3-party),SUCCESS,60,60,1,0.8333333333333334,0.0,,,0.0,0.045171666666666666,0.0,,,22137.770726487845,0.11627197265625,0.0019683837890625,63.22242937042879,36.7775706295712,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,3,1,1,1,0,0,3,3,Estimated + LoopbackAudit,3-share extension for data and model; evaluates the cost of adding one more party,
52,Heart,medical,SecureNN (3PC),SUCCESS,60,60,1,0.8333333333333334,0.0,,,0.0,0.028856666666666666,0.0,,,34654.03719533326,5.0,0.0019683837890625,59.759872432229635,40.24012756777039,single_seed_reference,,simulator,baseline,task_level_proxy,3,4,1,1,0,0,2,2,Estimated,Three-party SecureNN-style simulator with multi-round DReLU overhead,
52,Heart,medical,CKKS (HE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,micro-benchmark,boundary,micro_benchmark_projection,2,0,0,0,0,1,2,1,Ciphertext-heavy,Micro-benchmark projection for single-cloud CKKS inference,
52,Heart,medical,Paillier (PHE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,sampled-client-aided,boundary,sampled_execution_with_time_cap,2,0,0,0,0,1,2,1,Estimated,Single-cloud partially homomorphic baseline with client-aided non-linearity,
52,Digits,general,2Cloud-D (Data-only),SUCCESS,360,360,1,0.9583333333333334,0.0,,,0.0,0.0051086111111111115,0.0,,,195747.92017834808,0.582275390625,0.0,43.86947522220869,56.1305247777913,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,0,0,1,2,1,Estimated + LoopbackAudit,"Reference-style baseline: only input data are split, model remains visible on each cloud",
52,Digits,general,ASS (Ours),SUCCESS,360,360,1,0.9583333333333334,0.0,,,0.0,0.005218888888888888,0.0,,,191611.66702150312,0.81298828125,0.00919342041015625,51.55187074829932,48.448129251700685,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,1,0,0,2,2,Estimated + LoopbackAudit,2-share data split + 2-share model split; one-round non-linear interaction simulation,
52,Digits,general,3Share-DM (3-party),SUCCESS,360,360,1,0.9583333333333334,0.0,,,0.0,0.008058055555555556,0.0,,,124099.41742217931,1.768798828125,0.0183868408203125,66.64315485732607,33.35684514267393,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,3,1,1,1,0,0,3,3,Estimated + LoopbackAudit,3-share extension for data and model; evaluates the cost of adding one more party,
52,Digits,general,SecureNN (3PC),SUCCESS,360,64,1,0.9583333333333334,0.0,,,0.0,0.040646875,0.0,,,24602.137310678867,10.0,0.0183868408203125,55.45625068961713,44.54374931038288,single_seed_reference,,simulator,baseline,task_level_proxy,3,4,1,1,0,0,2,2,Estimated,Three-party SecureNN-style simulator with multi-round DReLU overhead,
52,Digits,general,CKKS (HE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,micro-benchmark,boundary,micro_benchmark_projection,2,0,0,0,0,1,2,1,Ciphertext-heavy,Micro-benchmark projection for single-cloud CKKS inference,
52,Digits,general,Paillier (PHE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,sampled-client-aided,boundary,sampled_execution_with_time_cap,2,0,0,0,0,1,2,1,Estimated,Single-cloud partially homomorphic baseline with client-aided non-linearity,
52,Liver,medical,2Cloud-D (Data-only),SUCCESS,69,69,1,0.7101449275362319,0.0,,,0.0,0.025514492753623188,0.0,,,39193.41096279466,0.0221099853515625,0.0,42.50799744081893,57.49200255918105,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,0,0,1,2,1,Estimated + LoopbackAudit,"Reference-style baseline: only input data are split, model remains visible on each cloud",
52,Liver,medical,ASS (Ours),SUCCESS,69,69,1,0.7101449275362319,0.0,,,0.0,0.028797101449275365,0.0,,,34725.71716155007,0.0326385498046875,0.00028228759765625,53.10962408974611,46.89037591025389,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,1,0,0,2,2,Estimated + LoopbackAudit,2-share data split + 2-share model split; one-round non-linear interaction simulation,
52,Liver,medical,3Share-DM (3-party),SUCCESS,69,69,1,0.7101449275362319,0.0,,,0.0,0.0397536231884058,0.0,,,25154.939846882975,0.07159423828125,0.0005645751953125,61.65160748056314,38.34839251943686,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,3,1,1,1,0,0,3,3,Estimated + LoopbackAudit,3-share extension for data and model; evaluates the cost of adding one more party,
52,Liver,medical,SecureNN (3PC),SUCCESS,69,64,1,0.7101449275362319,0.0,,,0.0,0.0248546875,0.0,,,40233.85930722323,2.0,0.0005645751953125,55.367054141794945,44.63294585820505,single_seed_reference,,simulator,baseline,task_level_proxy,3,4,1,1,0,0,2,2,Estimated,Three-party SecureNN-style simulator with multi-round DReLU overhead,
52,Liver,medical,CKKS (HE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,micro-benchmark,boundary,micro_benchmark_projection,2,0,0,0,0,1,2,1,Ciphertext-heavy,Micro-benchmark projection for single-cloud CKKS inference,
52,Liver,medical,Paillier (PHE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,sampled-client-aided,boundary,sampled_execution_with_time_cap,2,0,0,0,0,1,2,1,Estimated,Single-cloud partially homomorphic baseline with client-aided non-linearity,
62,MNIST,general,2Cloud-D (Data-only),SUCCESS,5000,5000,1,0.9506,0.0,,,0.00019999999999997797,0.0013493600000000002,0.0,,,741092.073279184,50.201416015625,0.0,57.57115636536858,42.42884363463141,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,0,0,1,2,1,Estimated + LoopbackAudit,"Reference-style baseline: only input data are split, model remains visible on each cloud",
62,MNIST,general,ASS (Ours),SUCCESS,5000,5000,1,0.9508,0.0,,,0.0,0.0014981400000000002,0.0,,,667494.3596726607,60.72998046875,0.38822174072265625,61.621125257488906,38.3788747425111,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,1,0,0,2,2,Estimated + LoopbackAudit,2-share data split + 2-share model split; one-round non-linear interaction simulation,
62,MNIST,general,3Share-DM (3-party),SUCCESS,5000,5000,1,0.9508,0.0,,,0.0,0.0019417800000000002,0.0,,,514991.3996436259,127.105712890625,0.7764434814453125,66.62180839455881,33.37819160544119,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,3,1,1,1,0,0,3,3,Estimated + LoopbackAudit,3-share extension for data and model; evaluates the cost of adding one more party,
62,MNIST,general,SecureNN (3PC),SUCCESS,5000,64,1,0.9474,0.0,,,0.0033999999999999586,0.4102265625,0.0,,,2437.67735054943,48.5,0.7764434814453125,64.45283527745937,35.54716472254063,single_seed_reference,,simulator,baseline,task_level_proxy,3,4,1,1,0,0,2,2,Estimated,Three-party SecureNN-style simulator with multi-round DReLU overhead,
62,MNIST,general,CKKS (HE),NA,,1,1,,,,,,1303.5651,0.0,,,0.7671270119152469,,,1.0697216,0.2322176,single_seed_reference,,micro-benchmark,boundary,micro_benchmark_projection,2,0,0,0,0,1,2,1,Ciphertext-heavy,Micro-benchmark projection for single-cloud CKKS inference,
62,MNIST,general,Paillier (PHE),APPROX,5,5,1,1.0,0.0,,,-0.04920000000000002,84499.83811999999,0.0,,,0.011834342198145742,50.0,,60.0,40.0,single_seed_reference,,sampled-client-aided,boundary,sampled_execution_with_time_cap,2,0,0,0,0,1,2,1,Estimated,Single-cloud partially homomorphic baseline with client-aided non-linearity,
62,Fashion,general,2Cloud-D (Data-only),SUCCESS,5000,5000,1,0.8674,0.0,,,0.0,0.0013367399999999999,0.0,,,748088.633541302,50.201416015625,0.0,55.16343728194945,44.836562718050565,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,0,0,1,2,1,Estimated + LoopbackAudit,"Reference-style baseline: only input data are split, model remains visible on each cloud",
62,Fashion,general,ASS (Ours),SUCCESS,5000,5000,1,0.8676,0.0,,,-0.000200000000000089,0.00154618,0.0,,,646755.2290160266,60.72998046875,0.38822174072265625,61.5161362339692,38.48386376603081,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,1,0,0,2,2,Estimated + LoopbackAudit,2-share data split + 2-share model split; one-round non-linear interaction simulation,
62,Fashion,general,3Share-DM (3-party),SUCCESS,5000,5000,1,0.8678,0.0,,,-0.00040000000000006697,0.00207348,0.0,,,482280.9961996258,127.105712890625,0.7764434814453125,73.9953903196713,26.004609680328688,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,3,1,1,1,0,0,3,3,Estimated + LoopbackAudit,3-share extension for data and model; evaluates the cost of adding one more party,
62,Fashion,general,SecureNN (3PC),SUCCESS,5000,64,1,0.8598,0.0,,,0.00759999999999994,0.42760625,0.0,,,2338.6000555417513,48.5,0.7764434814453125,54.2134033792418,45.7865966207582,single_seed_reference,,simulator,baseline,task_level_proxy,3,4,1,1,0,0,2,2,Estimated,Three-party SecureNN-style simulator with multi-round DReLU overhead,
62,Fashion,general,CKKS (HE),NA,,1,1,,,,,,1294.4744,0.0,,,0.7725143116001366,,,1.0620416000000001,0.2309248,single_seed_reference,,micro-benchmark,boundary,micro_benchmark_projection,2,0,0,0,0,1,2,1,Ciphertext-heavy,Micro-benchmark projection for single-cloud CKKS inference,
62,Fashion,general,Paillier (PHE),APPROX,5,5,1,1.0,0.0,,,-0.13260000000000005,89190.86052000002,0.0,,,0.011211911110284238,50.0,,60.0,40.0,single_seed_reference,,sampled-client-aided,boundary,sampled_execution_with_time_cap,2,0,0,0,0,1,2,1,Estimated,Single-cloud partially homomorphic baseline with client-aided non-linearity,
62,Medical,medical,2Cloud-D (Data-only),SUCCESS,114,114,1,0.9385964912280702,0.0,,,0.0,0.018710526315789473,0.0,,,53445.850914205344,0.085235595703125,0.0,34.59797174936617,65.40202825063382,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,0,0,1,2,1,Estimated + LoopbackAudit,"Reference-style baseline: only input data are split, model remains visible on each cloud",
62,Medical,medical,ASS (Ours),SUCCESS,114,114,1,0.9385964912280702,0.0,,,0.0,0.0171140350877193,0.0,,,58431.573552024594,0.116546630859375,0.00202178955078125,53.88832941703032,46.11167058296968,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,1,0,0,2,2,Estimated + LoopbackAudit,2-share data split + 2-share model split; one-round non-linear interaction simulation,
62,Medical,medical,3Share-DM (3-party),SUCCESS,114,114,1,0.9385964912280702,0.0,,,0.0,0.02714561403508772,0.0,,,36838.36360111161,0.25048828125,0.0040435791015625,67.38804247460757,32.61195752539243,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,3,1,1,1,0,0,3,3,Estimated + LoopbackAudit,3-share extension for data and model; evaluates the cost of adding one more party,
62,Medical,medical,SecureNN (3PC),SUCCESS,114,64,1,0.9385964912280702,0.0,,,0.0,0.03055625,0.0,,,32726.528942524033,12.0,0.0040435791015625,51.451998633413055,48.54800136658695,single_seed_reference,,simulator,baseline,task_level_proxy,3,4,1,1,0,0,2,2,Estimated,Three-party SecureNN-style simulator with multi-round DReLU overhead,
62,Medical,medical,CKKS (HE),NA,,1,1,,,,,,94.9994,0.0,,,10.526382271888034,,,0.0642384,0.0292688,single_seed_reference,,micro-benchmark,boundary,micro_benchmark_projection,2,0,0,0,0,1,2,1,Ciphertext-heavy,Micro-benchmark projection for single-cloud CKKS inference,
62,Medical,medical,Paillier (PHE),APPROX,5,5,1,0.8,0.0,,,0.13859649122807016,860.6593200000001,0.0,,,1.1618999257452993,5.0,,60.0,40.0,single_seed_reference,,sampled-client-aided,boundary,sampled_execution_with_time_cap,2,0,0,0,0,1,2,1,Estimated,Single-cloud partially homomorphic baseline with client-aided non-linearity,
62,Wine,general,2Cloud-D (Data-only),SUCCESS,36,36,1,0.9722222222222222,0.0,,,0.0,0.05303611111111112,0.0,,,18855.077777195827,0.022796630859375,0.0,46.72255327744673,53.27744672255328,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,0,0,1,2,1,Estimated + LoopbackAudit,"Reference-style baseline: only input data are split, model remains visible on each cloud",
62,Wine,general,ASS (Ours),SUCCESS,36,36,1,0.9722222222222222,0.0,,,0.0,0.05524166666666666,0.0,,,18102.277869965306,0.033233642578125,0.001049041748046875,54.05825645278326,45.94174354721675,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,1,0,0,2,2,Estimated + LoopbackAudit,2-share data split + 2-share model split; one-round non-linear interaction simulation,
62,Wine,general,3Share-DM (3-party),SUCCESS,36,36,1,0.9722222222222222,0.0,,,0.0,0.0740888888888889,0.0,,,13497.30053989202,0.072509765625,0.00209808349609375,63.46391452867214,36.53608547132786,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,3,1,1,1,0,0,3,3,Estimated + LoopbackAudit,3-share extension for data and model; evaluates the cost of adding one more party,
62,Wine,general,SecureNN (3PC),SUCCESS,36,36,1,0.9722222222222222,0.0,,,0.0,0.04229444444444445,0.0,,,23643.767240246943,5.0,0.00209808349609375,51.74804098854732,48.25195901145268,single_seed_reference,,simulator,baseline,task_level_proxy,3,4,1,1,0,0,2,2,Estimated,Three-party SecureNN-style simulator with multi-round DReLU overhead,
62,Wine,general,CKKS (HE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,micro-benchmark,boundary,micro_benchmark_projection,2,0,0,0,0,1,2,1,Ciphertext-heavy,Micro-benchmark projection for single-cloud CKKS inference,
62,Wine,general,Paillier (PHE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,sampled-client-aided,boundary,sampled_execution_with_time_cap,2,0,0,0,0,1,2,1,Estimated,Single-cloud partially homomorphic baseline with client-aided non-linearity,
62,Diabetes,medical,2Cloud-D (Data-only),SUCCESS,89,89,1,0.7191011235955056,0.0,,,0.0,0.020664044943820226,0.0,,,48393.23582186939,0.0529632568359375,0.0,43.17796056926492,56.82203943073508,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,0,0,1,2,1,Estimated + LoopbackAudit,"Reference-style baseline: only input data are split, model remains visible on each cloud",
62,Diabetes,medical,ASS (Ours),SUCCESS,89,89,1,0.7191011235955056,0.0,,,0.0,0.025871910112359554,0.0,,,38651.95865543299,0.0774078369140625,0.00080108642578125,65.72128298309369,34.2787170169063,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,1,0,0,2,2,Estimated + LoopbackAudit,2-share data split + 2-share model split; one-round non-linear interaction simulation,
62,Diabetes,medical,3Share-DM (3-party),SUCCESS,89,89,1,0.7191011235955056,0.0,,,0.0,0.035250561797752815,0.0,,,28368.342205080797,0.16839599609375,0.0016021728515625,63.27831531018783,36.72168468981218,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,3,1,1,1,0,0,3,3,Estimated + LoopbackAudit,3-share extension for data and model; evaluates the cost of adding one more party,
62,Diabetes,medical,SecureNN (3PC),SUCCESS,89,64,1,0.7191011235955056,0.0,,,0.0,0.0298609375,0.0,,,33488.566793992984,4.0,0.0016021728515625,58.61747243426634,41.382527565733675,single_seed_reference,,simulator,baseline,task_level_proxy,3,4,1,1,0,0,2,2,Estimated,Three-party SecureNN-style simulator with multi-round DReLU overhead,
62,Diabetes,medical,CKKS (HE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,micro-benchmark,boundary,micro_benchmark_projection,2,0,0,0,0,1,2,1,Ciphertext-heavy,Micro-benchmark projection for single-cloud CKKS inference,
62,Diabetes,medical,Paillier (PHE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,sampled-client-aided,boundary,sampled_execution_with_time_cap,2,0,0,0,0,1,2,1,Estimated,Single-cloud partially homomorphic baseline with client-aided non-linearity,
62,Heart,medical,2Cloud-D (Data-only),SUCCESS,60,60,1,0.8666666666666667,0.0,,,0.0,0.033120000000000004,0.0,,,30193.236714975843,0.037078857421875,0.0,37.85892634207241,62.14107365792759,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,0,0,1,2,1,Estimated + LoopbackAudit,"Reference-style baseline: only input data are split, model remains visible on each cloud",
62,Heart,medical,ASS (Ours),SUCCESS,60,60,1,0.8666666666666667,0.0,,,0.0,0.03253,0.0,,,30740.85459575776,0.053558349609375,0.00098419189453125,52.95927787465381,47.040722125346186,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,1,0,0,2,2,Estimated + LoopbackAudit,2-share data split + 2-share model split; one-round non-linear interaction simulation,
62,Heart,medical,3Share-DM (3-party),SUCCESS,60,60,1,0.8666666666666667,0.0,,,0.0,0.05157333333333334,0.0,,,19389.865563598756,0.11627197265625,0.0019683837890625,67.78259612604799,32.21740387395201,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,3,1,1,1,0,0,3,3,Estimated + LoopbackAudit,3-share extension for data and model; evaluates the cost of adding one more party,
62,Heart,medical,SecureNN (3PC),SUCCESS,60,60,1,0.8666666666666667,0.0,,,0.0,0.026348333333333338,0.0,,,37953.064709975326,5.0,0.0019683837890625,58.82993466640269,41.170065333597314,single_seed_reference,,simulator,baseline,task_level_proxy,3,4,1,1,0,0,2,2,Estimated,Three-party SecureNN-style simulator with multi-round DReLU overhead,
62,Heart,medical,CKKS (HE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,micro-benchmark,boundary,micro_benchmark_projection,2,0,0,0,0,1,2,1,Ciphertext-heavy,Micro-benchmark projection for single-cloud CKKS inference,
62,Heart,medical,Paillier (PHE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,sampled-client-aided,boundary,sampled_execution_with_time_cap,2,0,0,0,0,1,2,1,Estimated,Single-cloud partially homomorphic baseline with client-aided non-linearity,
62,Digits,general,2Cloud-D (Data-only),SUCCESS,360,360,1,0.95,0.0,,,0.0,0.00724888888888889,0.0,,,137952.176578786,0.582275390625,0.0,63.24271208647232,36.757287913527676,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,0,0,1,2,1,Estimated + LoopbackAudit,"Reference-style baseline: only input data are split, model remains visible on each cloud",
62,Digits,general,ASS (Ours),SUCCESS,360,360,1,0.95,0.0,,,0.0,0.0062697222222222225,0.0,,,159496.69930441715,0.81298828125,0.00919342041015625,60.43310538313168,39.56689461686832,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,1,0,0,2,2,Estimated + LoopbackAudit,2-share data split + 2-share model split; one-round non-linear interaction simulation,
62,Digits,general,3Share-DM (3-party),SUCCESS,360,360,1,0.95,0.0,,,0.0,0.008208888888888889,0.0,,,121819.16621548457,1.768798828125,0.0183868408203125,68.60449993497204,31.395500065027964,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,3,1,1,1,0,0,3,3,Estimated + LoopbackAudit,3-share extension for data and model; evaluates the cost of adding one more party,
62,Digits,general,SecureNN (3PC),SUCCESS,360,64,1,0.95,0.0,,,0.0,0.0411015625,0.0,,,24329.975289868846,10.0,0.0183868408203125,54.791206479436205,45.2087935205638,single_seed_reference,,simulator,baseline,task_level_proxy,3,4,1,1,0,0,2,2,Estimated,Three-party SecureNN-style simulator with multi-round DReLU overhead,
62,Digits,general,CKKS (HE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,micro-benchmark,boundary,micro_benchmark_projection,2,0,0,0,0,1,2,1,Ciphertext-heavy,Micro-benchmark projection for single-cloud CKKS inference,
62,Digits,general,Paillier (PHE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,sampled-client-aided,boundary,sampled_execution_with_time_cap,2,0,0,0,0,1,2,1,Estimated,Single-cloud partially homomorphic baseline with client-aided non-linearity,
62,Liver,medical,2Cloud-D (Data-only),SUCCESS,69,69,1,0.6956521739130435,0.0,,,0.0,0.03074202898550725,0.0,,,32528.75730718461,0.0221099853515625,0.0,41.61741251524533,58.382587484754666,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,0,0,1,2,1,Estimated + LoopbackAudit,"Reference-style baseline: only input data are split, model remains visible on each cloud",
62,Liver,medical,ASS (Ours),SUCCESS,69,69,1,0.6956521739130435,0.0,,,0.0,0.029914492753623192,0.0,,,33428.6129547987,0.0326385498046875,0.00028228759765625,55.53664397276732,44.46335602723268,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,2,1,1,1,0,0,2,2,Estimated + LoopbackAudit,2-share data split + 2-share model split; one-round non-linear interaction simulation,
62,Liver,medical,3Share-DM (3-party),SUCCESS,69,69,1,0.6956521739130435,0.0,,,0.0,0.06063043478260869,0.0,,,16493.366798135536,0.07159423828125,0.0005645751953125,63.6240673676862,36.375932632313805,single_seed_reference,,share-simulator,main,analytic_estimate_with_localhost_replay,3,1,1,1,0,0,3,3,Estimated + LoopbackAudit,3-share extension for data and model; evaluates the cost of adding one more party,
62,Liver,medical,SecureNN (3PC),SUCCESS,69,64,1,0.6956521739130435,0.0,,,0.0,0.0262296875,0.0,,,38124.73938166438,2.0,0.0005645751953125,57.25900116144018,42.740998838559804,single_seed_reference,,simulator,baseline,task_level_proxy,3,4,1,1,0,0,2,2,Estimated,Three-party SecureNN-style simulator with multi-round DReLU overhead,
62,Liver,medical,CKKS (HE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,micro-benchmark,boundary,micro_benchmark_projection,2,0,0,0,0,1,2,1,Ciphertext-heavy,Micro-benchmark projection for single-cloud CKKS inference,
62,Liver,medical,Paillier (PHE),SKIPPED,,,0,,,,,,,,,,,,,,,single_seed_reference,,sampled-client-aided,boundary,sampled_execution_with_time_cap,2,0,0,0,0,1,2,1,Estimated,Single-cloud partially homomorphic baseline with client-aided non-linearity,
